"Time (s)"	"Acceleration (m/sÂ²)"
7.764750044E-3	-3.264383554E-2
4.797975009E-2	-2.738309562E-2
8.819375001E-2	-3.666204214E-2
1.284087501E-1	-3.132938147E-3
1.686227501E-1	-4.564219594E-2
2.088377500E-1	-3.591301382E-2
2.490517501E-1	-1.479813337E-2
2.892667501E-1	-3.260290504E-2
3.294807500E-1	-1.314454079E-3
3.696957501E-1	-4.097904146E-2
4.099097501E-1	-4.651693940E-2
4.501247500E-1	-3.872903287E-2
4.903387501E-1	-3.573935151E-2
5.305537501E-1	-4.621580780E-2
5.707677500E-1	-2.810230315E-2
6.109827501E-1	-4.471073449E-2
6.511967500E-1	-5.190573335E-3
6.914117500E-1	-9.823322296E-3
7.316257501E-1	-1.596055984E-2
7.718407500E-1	-3.077389598E-2
8.120547500E-1	-2.687906563E-2
8.522697501E-1	-1.086295724E-2
8.924837500E-1	-3.615859687E-2
9.326977500E-1	-4.005108833E-2
9.729117501E-1	-1.983960271E-2
1.013126750E0	-3.944297791E-2
1.053340750E0	-1.698440731E-2
1.093555750E0	-3.479327202E-2
1.133769750E0	-1.742996514E-2
1.173984750E0	-1.068987966E-2
1.214198750E0	-3.957921803E-2
1.254413750E0	-2.909632981E-2
1.294627750E0	-1.787142992E-2
1.334842750E0	-3.658427417E-2
1.375056750E0	-6.652377248E-3
1.415271750E0	-4.152634084E-2
1.455485750E0	-3.852671921E-2
1.495700750E0	-4.076912642E-2
1.535914750E0	6.232547164E-3
1.576129750E0	-7.694935799E-3
1.616343750E0	-5.152566433E-3
1.656557750E0	-1.054954648E-2
1.696772750E0	-4.363367736E-2
1.736986750E0	-6.055025697E-2
1.777201750E0	-4.737414122E-2
1.817415750E0	-3.015584528E-2
1.857630750E0	-2.310819626E-3
1.897844833E0	-2.162183404E-2
1.938059833E0	-5.335408866E-2
1.978273833E0	-4.406461716E-3
2.018488833E0	-3.987508714E-2
2.058702833E0	-4.541123092E-2
2.098917833E0	-1.830704749E-2
2.139131833E0	-1.395964265E-2
2.179346833E0	-2.024013698E-2
2.219560833E0	-2.009688020E-2
2.259775833E0	-3.177552402E-2
2.299989833E0	-3.506809115E-2
2.340203833E0	-2.578563631E-2
2.380418833E0	-2.353796661E-2
2.420632833E0	-3.327650428E-3
2.460847833E0	-1.291065216E-2
2.501061833E0	-2.758540928E-2
2.541276833E0	-1.293404102E-2
2.581490833E0	-8.898643613E-2
2.621705833E0	-1.132278228E-1
2.661919833E0	-3.520023823E-4
2.702134833E0	-5.768219769E-2
2.742348833E0	-1.756795943E-2
2.782563833E0	-3.103526652E-2
2.822777833E0	-4.914701700E-2
2.862991833E0	6.699915111E-2
2.903207875E0	-8.893030286E-3
2.943421875E0	-4.810621262E-2
2.983636875E0	-2.490679979E-2
3.023850875E0	-3.403313398E-2
3.064065875E0	-1.151550651E-1
3.104279875E0	-2.578037381E-2
3.144494875E0	2.916064918E-2
3.184708875E0	7.159330845E-3
3.224922875E0	-3.026284933E-2
3.265137875E0	-4.912187397E-2
3.305351875E0	-4.687186539E-2
3.345566875E0	5.446505964E-2
3.385780875E0	-6.612031460E-3
3.425995875E0	-7.457363427E-2
3.466209875E0	-9.452608824E-3
3.506424875E0	4.024053812E-3
3.546638875E0	-5.704835951E-2
3.586852875E0	-1.019695938E-2
3.627067875E0	3.876119256E-3
3.667281875E0	-1.618392348E-2
3.707496875E0	-2.052840471E-2
3.747710875E0	-3.938976824E-2
3.787925875E0	-2.501321912E-2
3.828139875E0	-7.545247078E-2
3.868354875E0	-1.542495489E-2
3.908568208E0	2.753219962E-2
3.948782208E0	-1.992497206E-2
3.988997208E0	-3.250291765E-2
4.029211208E0	-7.904909313E-2
4.069426208E0	-3.006638288E-3
4.109640208E0	7.766271830E-3
4.149854208E0	-4.537614763E-2
4.190069208E0	-3.863430798E-2
4.230283208E0	-4.196546674E-3
4.270498208E0	-1.541910768E-2
4.310712208E0	-2.559852540E-2
4.350927208E0	-2.170778811E-2
4.391141208E0	-2.410397708E-2
4.431355208E0	-2.575172246E-2
4.471570208E0	-4.027269781E-2
4.511784208E0	-3.577735841E-2
4.551999208E0	1.052498817E-3
4.592213208E0	-2.334617794E-2
4.632428208E0	-9.880625010E-3
4.672642208E0	-1.467358768E-2
4.712856208E0	-2.246500254E-3
4.753071208E0	-4.774485469E-2
4.793285208E0	-4.774543941E-2
4.833500208E0	-3.143287718E-2
4.873714208E0	-5.542575717E-3
4.913929833E0	-1.557055056E-2
4.954143833E0	-3.561831415E-2
4.994357833E0	-3.935351551E-2
5.034572833E0	-2.228666246E-2
5.074786833E0	-1.585414052E-2
5.115001833E0	-4.773959219E-2
5.155215833E0	-5.226826072E-3
5.195429833E0	-1.824331284E-2
5.235644833E0	-3.185972393E-2
5.275858833E0	-1.170612574E-3
5.316073833E0	-2.108272076E-2
5.356287833E0	-1.703995585E-2
5.396501833E0	-1.808660746E-2
5.436716833E0	-2.691941142E-2
5.476930833E0	-3.440969467E-2
5.517145833E0	-1.869588733E-2
5.557359833E0	-6.422581673E-3
5.597573833E0	-2.034597158E-2
5.637788833E0	-4.399562001E-2
5.678002833E0	-3.740346909E-2
5.718217833E0	-1.554716170E-2
5.758431833E0	-2.408409655E-2
5.798645833E0	-1.001511097E-2
5.838860833E0	1.887890518E-2
5.879074833E0	2.696209610E-2
5.919289083E0	5.809735000E-2
5.959503083E0	1.543419349E-1
5.999717083E0	2.209551698E-1
6.039932083E0	1.726074672E-1
6.080146083E0	2.043403065E-1
6.120361083E0	1.851783961E-1
6.160575083E0	1.589834547E-1
6.200789083E0	1.452138466E-1
6.241004083E0	1.085447878E-1
6.281218083E0	1.687237465E-1
6.321433083E0	2.759037942E-1
6.361647083E0	3.251455361E-1
6.401861083E0	3.588254982E-1
6.442076083E0	3.934030080E-1
6.482290083E0	4.020878774E-1
6.522505083E0	4.407063979E-1
6.562719083E0	5.230328554E-1
6.602933083E0	5.402453041E-1
6.643148083E0	5.656935561E-1
6.683362083E0	6.566931885E-1
6.723577083E0	6.216613501E-1
6.763791083E0	6.387293726E-1
6.804005083E0	6.854386854E-1
6.844220083E0	6.983136696E-1
6.884434083E0	6.819975990E-1
6.924647958E0	6.951643592E-1
6.964862958E0	7.300377381E-1
7.005076958E0	7.159658289E-1
7.045291958E0	7.206114417E-1
7.085505958E0	7.240519434E-1
7.125719958E0	6.568422925E-1
7.165934958E0	6.622310865E-1
7.206148958E0	7.402224183E-1
7.246363958E0	6.777981287E-1
7.286577958E0	6.960595679E-1
7.326791958E0	6.378306556E-1
7.367006958E0	5.582009339E-1
7.407220958E0	5.658327198E-1
7.447434958E0	4.797652137E-1
7.487649958E0	5.134521925E-1
7.527863958E0	5.128587002E-1
7.568078958E0	4.660090542E-1
7.608292958E0	4.811229372E-1
7.648506958E0	4.197488075E-1
7.688721958E0	3.969972914E-1
7.728935958E0	3.522438723E-1
7.769149958E0	3.338304055E-1
7.809364958E0	3.631699795E-1
7.849578958E0	2.558402431E-1
7.889793958E0	2.432687294E-1
7.930008500E0	2.027007473E-1
7.970222500E0	2.118340981E-1
8.010437500E0	1.036114919E-1
8.050651500E0	1.585519302E-1
8.090865500E0	1.124530667E-1
8.131080500E0	7.756857812E-2
8.171294500E0	1.335094750E-2
8.211509500E0	5.270680189E-3
8.251723500E0	4.494462311E-2
8.291937500E0	-1.582256556E-2
8.332152500E0	-2.884548426E-2
8.372366500E0	-3.663806856E-2
8.412580500E0	-2.556987405E-2
8.452795500E0	-7.886373639E-2
8.493009500E0	-4.998024523E-2
8.533224500E0	-4.593631089E-2
8.573438500E0	-1.360179305E-2
8.613652500E0	-7.302938461E-2
8.653867500E0	-4.144857287E-2
8.694081500E0	-1.053650719E-1
8.734295500E0	-7.198331773E-2
8.774510500E0	-9.278946519E-2
8.814724500E0	-4.010078967E-2
8.854938500E0	-7.857605338E-2
8.895153500E0	-1.465435034E-1
8.935366750E0	-1.546196777E-1
8.975581750E0	-3.710935414E-2
9.015795750E0	-4.474640250E-2
9.056009750E0	-1.378486937E-1
9.096224750E0	-8.305385113E-2
9.136438750E0	-1.034045005E-1
9.176652750E0	-5.281088233E-2
9.216867750E0	-4.264023542E-2
9.257081750E0	-1.263238317E-1
9.297296750E0	-8.456243277E-2
9.337510750E0	-5.117892444E-2
9.377724750E0	-5.687177360E-2
9.417939750E0	-3.816009879E-2
9.458153750E0	-3.143053830E-2
9.498367750E0	-4.669878781E-2
9.538582750E0	-4.265836179E-2
9.578796750E0	2.290529788E-2
9.619010750E0	-1.032863867E-1
9.659225750E0	-9.565635502E-2
9.699439750E0	-1.138160527E-2
9.739654750E0	-3.734616637E-3
9.779868750E0	-5.806928337E-2
9.820082750E0	-3.113116086E-2
9.860297750E0	-5.388793945E-2
9.900511750E0	-7.754285038E-2
9.940726708E0	3.157730341E-2
9.980941708E0	1.150965929E-2
1.002115571E1	-2.456590712E-2
1.006136971E1	2.048104227E-2
1.010158471E1	-6.468774676E-3
1.014179871E1	-5.302313626E-2
1.018201371E1	-2.128971219E-2
1.022222771E1	-2.203990996E-2
1.026244171E1	6.548296809E-3
1.030265671E1	-1.022151768E-2
1.034287071E1	-4.001308143E-2
1.038308471E1	-5.199110270E-2
1.042329971E1	-3.644569516E-3
1.046351371E1	5.278983235E-2
1.050372771E1	2.690070033E-2
1.054394271E1	-4.614271760E-2
1.058415671E1	-3.341566801E-2
1.062437171E1	-2.353913605E-2
1.066458571E1	4.875525355E-2
1.070479971E1	8.827190638E-2
1.074501471E1	-2.159844518E-2
1.078522871E1	-7.190087199E-2
1.082544271E1	-2.730181932E-2
1.086565771E1	-1.712474048E-2
1.090587083E1	1.700194895E-2
1.094608483E1	4.155440748E-2
1.098629983E1	-9.570839524E-2
1.102651383E1	-1.299882817E-1
1.106672883E1	1.056591868E-2
1.110694283E1	-3.354547620E-3
1.114715683E1	-1.383509696E-2
1.118737183E1	-4.961420953E-2
1.122758583E1	-6.756633103E-2
1.126779983E1	8.637506962E-3
1.130801483E1	1.148100793E-2
1.134822883E1	-2.938693643E-2
1.138844283E1	6.206994832E-2
1.142865783E1	-1.778740543E-1
1.146887183E1	-7.098929107E-2
1.150908683E1	1.638740659E-1
1.154930083E1	-1.262261832E-1
1.158951483E1	-3.865535796E-2
1.162972983E1	2.965707779E-3
1.166994383E1	-6.978242576E-2
1.171015783E1	-7.921924710E-2
1.175037283E1	-2.009688020E-2
1.179058683E1	-3.985111356E-2
1.183080083E1	-2.413613677E-2
1.187101583E1	2.181537688E-2
1.191123071E1	-5.212617338E-2
1.195144571E1	-6.888312399E-2
1.199165971E1	3.754848003E-2
1.203187371E1	-5.211389422E-2
1.207208871E1	-3.100252211E-2
1.211230271E1	-4.132636607E-2
1.215251671E1	-4.776005745E-2
1.219273171E1	-2.396013558E-2
1.223294571E1	-6.752364635E-3
1.227315971E1	-2.187151015E-2
1.231337471E1	-6.139108658E-2
1.235358871E1	-3.765022159E-3
1.239380271E1	-4.328810692E-2
1.243401771E1	-1.065538108E-2
1.247423171E1	-4.403245747E-2
1.251444671E1	2.108096659E-2
1.255466071E1	-2.875660658E-3
1.259487471E1	-2.473430693E-2
1.263508971E1	-1.366435826E-2
1.267530371E1	-8.776085973E-2
1.271551771E1	-1.635700107E-2
1.275573271E1	-1.111965001E-2
1.279594671E1	1.148393154E-3
1.283616071E1	-6.441175818E-2
1.287637571E1	-3.656731725E-2
1.291658983E1	-4.958731234E-2
1.295680483E1	-2.862913728E-2
1.299701883E1	-8.722291589E-3
1.303723283E1	-8.027057648E-2
1.307744783E1	-6.344228983E-4
1.311766183E1	-3.671466708E-2
1.315787583E1	2.255446494E-2
1.319809083E1	2.629551351E-2
1.323830483E1	-3.042891026E-2
1.327851883E1	-1.739897490E-2
1.331873383E1	-1.099083585E-1
1.335894783E1	-2.203581691E-2
1.339916283E1	2.617096782E-2
1.343937683E1	-9.601712823E-3
1.347959083E1	-4.851961076E-2
1.351980583E1	-5.585084975E-2
1.356001983E1	1.225985706E-2
1.360023383E1	-7.560917616E-2
1.364044883E1	-9.296838999E-2
1.368066283E1	-4.028088391E-2
1.372087683E1	-3.459797502E-2
1.376109183E1	7.244700193E-4
1.380130583E1	-3.384836197E-2
1.384152083E1	1.345268905E-2
1.388173483E1	1.734927356E-2
1.392194821E1	-6.362764657E-2
1.396216321E1	-9.460677981E-2
1.400237721E1	-3.398460209E-2
1.404259121E1	7.327145934E-3
1.408280621E1	-6.392351568E-2
1.412302021E1	-2.545877695E-3
1.416323421E1	-5.822189569E-2
1.420344921E1	-2.333799183E-2
1.424366321E1	1.960571408E-3
1.428387821E1	-3.217196524E-2
1.432409221E1	-2.963719726E-2
1.436430621E1	-7.395675302E-2
1.440452121E1	-1.069455743E-3
1.444473521E1	-7.358136177E-3
1.448494921E1	-2.995996356E-2
1.452516421E1	-8.609615743E-2
1.456537821E1	-5.046907246E-2
1.460559221E1	-2.202587664E-2
1.464580721E1	1.928470194E-2
1.468602121E1	-7.362813950E-3
1.472623621E1	-4.240049958E-2
1.476645021E1	-5.692790687E-2
1.480666421E1	-3.492951214E-2
1.484687921E1	-1.218091965E-2
1.488709321E1	-3.803613782E-3
1.492730738E1	-9.690941334E-2
1.496752238E1	-1.907712579E-2
1.500773638E1	-1.833102107E-2
1.504795038E1	1.878710389E-3
1.508816538E1	-1.878242612E-2
1.512837938E1	-8.644348204E-2
1.516859438E1	-7.805740535E-2
1.520880838E1	4.263789654E-3
1.524902238E1	-2.656799376E-2
1.528923738E1	-6.234359801E-2
1.532945138E1	-4.542467952E-2
1.536966538E1	-4.452245414E-2
1.540988038E1	-4.302498221E-2
1.545009438E1	-4.631696463E-2
1.549030938E1	-2.865603447E-2
1.553052338E1	-7.341062307E-2
1.557073738E1	-5.244543135E-2
1.561095238E1	7.987588942E-2
1.565116638E1	2.149319530E-2
1.569138038E1	-4.226893723E-2
1.573159538E1	-9.481494069E-2
1.577180938E1	-2.596105278E-2
1.581202338E1	-4.527089775E-2
1.585223838E1	-2.158792019E-3
1.589245238E1	-9.451263964E-2
1.593266763E1	-2.909691453E-2
1.597288163E1	2.254043162E-2
1.601309563E1	-2.476003468E-2
1.605331063E1	-5.554854870E-5
1.609352463E1	-8.387830853E-2
1.613373863E1	4.021130204E-2
1.617395363E1	-2.879285932E-2
1.621416763E1	2.060675740E-2
1.625438263E1	-4.096559286E-3
1.629459663E1	-5.304886401E-2
1.633481063E1	-3.224213183E-2
1.637502563E1	8.474954367E-3
1.641523963E1	2.329530716E-2
1.645545363E1	-1.072262406E-1
1.649566863E1	1.252941370E-2
1.653588263E1	-7.227158546E-3
1.657609663E1	-9.404661655E-2
1.661631163E1	1.013030112E-2
1.665652563E1	-9.329817295E-3
1.669674063E1	-2.189606845E-2
1.673695462E1	1.433444917E-2
1.677716863E1	-2.996698022E-2
1.681738363E1	4.113925517E-2
1.685759762E1	-3.399688125E-2
1.689781163E1	-7.695637465E-2
1.693802588E1	3.575689316E-2
1.697823988E1	-6.438427627E-2
1.701845488E1	-4.911602676E-2
1.705866888E1	-1.932855606E-2
1.709888288E1	2.662822008E-2
1.713909788E1	-7.201957047E-2
1.717931188E1	-1.139096081E-2
1.721952588E1	-1.048756599E-2
1.725974088E1	-4.940721810E-2
1.729995488E1	-2.575815439E-2
1.734016988E1	-4.386815071E-2
1.738038388E1	2.244979978E-2
1.742059788E1	-6.690968871E-2
1.746081288E1	2.424898803E-2
1.750102688E1	1.645640373E-2
1.754124088E1	-5.734949112E-2
1.758145588E1	-4.013294935E-2
1.762166988E1	3.606211782E-2
1.766188488E1	-4.056973636E-2
1.770209888E1	-1.197860599E-2
1.774231288E1	1.900812864E-2
1.778252788E1	-6.840716064E-2
1.782274188E1	-4.266070068E-2
1.786295588E1	-5.852244258E-2
1.790317088E1	2.918696165E-2
1.794338513E1	-1.901397586E-2
1.798359913E1	-1.133225477E-1
1.802381413E1	3.397056878E-2
1.806402813E1	-3.129897594E-2
1.810424313E1	1.286153555E-2
1.814445713E1	-4.461308599E-2
1.818467113E1	-4.685140014E-2
1.822488613E1	-4.744372308E-2
1.826510013E1	-6.151504755E-2
1.830531413E1	-3.008275509E-2
1.834552913E1	-1.271243155E-2
1.838574313E1	-5.597656488E-2
1.842595813E1	-7.125650883E-2
1.846617213E1	-5.913640022E-2
1.850638613E1	1.241539299E-2
1.854660113E1	-3.488273442E-2
1.858681513E1	4.161346436E-2
1.862702913E1	-6.510991573E-2
1.866724413E1	-5.747052848E-2
1.870745813E1	-7.323052883E-3
1.874767313E1	2.380226076E-2
1.878788713E1	-2.096226811E-3
1.882810113E1	-1.184061170E-1
1.886831613E1	-2.409988403E-2
1.890853013E1	7.489113808E-3
1.894874483E1	-2.813270867E-2
1.898895983E1	-7.632487535E-2
1.902917383E1	-3.964529157E-2
1.906938883E1	-3.411148667E-2
1.910960283E1	-1.037225890E-1
1.914981683E1	-4.385645628E-2
1.919003183E1	2.664049923E-2
1.923024583E1	-4.595268309E-2
1.927045983E1	-8.292462766E-2
1.931067483E1	3.173576295E-2
1.935088883E1	3.098907351E-2
1.939110383E1	2.574762940E-2
1.943131783E1	-4.055862665E-2
1.947153183E1	-5.477963984E-2
1.951174683E1	-5.732376337E-2
1.955196083E1	4.554980993E-4
1.959217483E1	-2.573944330E-2
1.963238983E1	-8.995064199E-2
1.967260383E1	-8.620842397E-2
1.971281883E1	-4.803546131E-2
1.975303283E1	2.022376478E-2
1.979324683E1	-1.779892445E-2
1.983346183E1	-1.933089495E-3
1.987367583E1	-1.750422478E-2
1.991388908E1	-5.193555415E-2
1.995410408E1	-5.268809080E-2
1.999431808E1	3.682284057E-2
2.003453308E1	-1.242942631E-2
2.007474708E1	-5.958137333E-2
2.011496108E1	-3.128669679E-2
2.015517608E1	-1.123016238E-2
2.019539008E1	-2.141308844E-2
2.023560408E1	-5.240157723E-2
2.027581908E1	-1.314372218E-1
2.031603308E1	-4.866228282E-2
2.035624808E1	3.246432602E-2
2.039646208E1	-6.662668347E-2
2.043667608E1	1.943848372E-2
2.047689108E1	-1.065070331E-2
2.051710508E1	-7.800945818E-2
2.055731908E1	2.243167341E-2
2.059753408E1	8.206567168E-3
2.063774808E1	2.870748997E-2
2.067796308E1	-2.308890045E-2
2.071817708E1	-1.079618204E-1
2.075839108E1	-4.718995392E-2
2.079860608E1	-2.473547637E-2
2.083882008E1	-6.933569849E-2
2.087903408E1	-2.682176292E-2
2.091924871E1	-7.696806908E-2
2.095946271E1	-2.712698758E-2
2.099967671E1	-2.802921295E-2
2.103989171E1	3.244035244E-2
2.108010571E1	2.495006919E-3
2.112032071E1	-1.162075639E-1
2.116053471E1	1.222009599E-2
2.120074871E1	1.521328568E-2
2.124096371E1	-8.734570742E-3
2.128117771E1	-4.241570234E-2
2.132139171E1	1.206923783E-2
2.136160671E1	-7.520104051E-2
2.140182071E1	-2.506292045E-2
2.144203571E1	5.876276314E-2
2.148224971E1	-7.310715258E-2
2.152246371E1	-6.726519942E-2
2.156267871E1	-8.373329759E-2
2.160289271E1	-6.173139453E-2
2.164310671E1	2.718078196E-2
2.168332171E1	6.205591500E-2
2.172353571E1	-2.252172053E-2
2.176375071E1	-7.312352479E-2
2.180396471E1	2.169317007E-3
2.184417871E1	-1.114537776E-2
2.188439371E1	-3.313967943E-2
2.192460858E1	-4.361555099E-2
2.196482258E1	-1.308489919E-2
2.200503758E1	-1.293988824E-2
2.204525158E1	-3.405359924E-2
2.208546558E1	-6.489356875E-2
2.212568058E1	-9.378700018E-2
2.216589458E1	-9.633229315E-2
2.220610958E1	-1.065064484E-1
2.224632358E1	7.027534604E-2
2.228653758E1	1.234990418E-2
2.232675258E1	-5.380900204E-2
